9,UKUNDA,KWALE DISTRICT HOSPITAL
10,UKUNDA,LIKONI SUB-DISTRICT HOSPITAL
11,UKUNDA,LUNGALUNGA HEALTH CENTRE
12,UKUNDA,MBUTA MODEL HEALTH CENTRE
13,UKUNDA,MSAMBWENI DISTRICT HOSPITAL
14,UKUNDA,SAMBURU HEALTH CENTRE
15,UKUNDA,SHIMBA HILLS HEALTH CENTRE
16,UKUNDA,TARU DISPENSARY
17,UKUNDA,TIWI RURAL HEALTH TRAINING CENTRE
18,UKUNDA,VANGA HEALTH CENTRE
,,LAIKIPIA COUNTY
1,NANYUKI,DON BOSCO MISSION DISPENSARY
2,NANYUKI,EQUICELL MEDICAL SERVICES
3,NANYUKI,JOHN PAUL II HURUMA HEALTH CENTRE
4,NANYUKI,LAISAMIS CATHOLIC HOSPITAL
5,NANYUKI,MARALAL CATHOLIC DISPENSARY
6,NANYUKI,NANYUKI COTTAGE HOSPITAL (NANYUKI)
7,NANYUKI,NANYUKI MATERNITY AND NURSING HOME
8,NANYUKI,NAROMORU CATHOLIC DISPENSARY
9,NANYUKI,NGARUA CATHOLIC DISPENSARY
10,NANYUKI,RUMURUTI CATHOLIC DISPENSARY
11,NANYUKI,SEGERA MISSION HEALTH CENTRE
12,NANYUKI,ST JOHN MEDICAL CLINIC
13,NYAHURURU,UNISON MEDICAL CENTRE
14,NANYUKI,KISIMA HEALTH CENTRE
15,NANYUKI,NANYUKI DISTRICT HOSPITAL
16,NANYUKI,NDINDIKA HEALTH CENTRE
17,NANYUKI,NGARUA RURAL HEALTH CENTRE
18,NANYUKI,RUMURUTI DISTRICT HOSPITAL
19,NANYUKI,TIMAU SUB - DISTRICT HOSPITAL
,,LAMU COUNTY
1,LAMU,LANGONI NURSING HOME
2,LAMU,PABLO HORSTMAN HEALTH CENTRE
3,LAMU,FAZA SUB DISTRICT HOSPITAL
4,LAMU,KIPINI DISTRICT HOSPITAL
5,LAMU,LAMU DISTRICT HOSPITAL
6,LAMU,MOKOWE HEALTH CENTRE
7,LAMU,MPEKETONI SUB- DISTRICT HOSPITAL
8,LAMU,WITU HEALTH CENTRE
,,MACHAKOS COUNTY
1,KITENGELA,SYOKIMAU HEALTH CENTRE
2,MACHAKOS,BISHOP U KIOKO CATHOLIC HOSPITAL
3,MACHAKOS,KANGUNDO COMMUNITY HEALTH CENTRE
4,MACHAKOS,MATUNGULU MEDICAL CENTRE
5,MACHAKOS,NEW NGEI ROAD MATERNITY & NURSING
,,HOME
6,MACHAKOS,SHALOM HOSPITAL
7,MACHAKOS,ST. MICHAEL MATERNITY & NURSING HOME
,,(MA
8,MACHAKOS,IKOMBE DISPENSARY
9,MACHAKOS,KANGUNDO DISTRICT HOSPITAL
10,MACHAKOS,KASIKEU DISPENSARY
11,MACHAKOS,KATANGI HEALTH CENTRE
12,MACHAKOS,KATHIANI HOSPITAL MACHAKOS
13,MACHAKOS,KIVAA HEALTH CENTRE
14,MACHAKOS,MAKUYUNI HEALTH CENTRE
15,MACHAKOS,MASAI HEALTH CENTRE
16,MACHAKOS,MASIMBA HEALTH CENTRE
17,MACHAKOS,MASINGA MODEL HEALTH CENTRE
18,MACHAKOS,MATUU SUB DISTRICT HOSPITAL
19,MACHAKOS,MUTHETHENI HEALTH CENTRE
20,MACHAKOS,MWALA DISTRICT HOSPITAL
21,MACHAKOS,PROVINCIAL GENERAL HOSPITAL
,,(MACHAKOS)
22,MACHAKOS,THINU HEALTH CENTRE
23,MACHAKOS,TULIMANI HEALTH CENTRE
