47,IND. AREA,SOUTH ‘B’ HOSPITAL
48,IND. AREA,OLIVE LINK HEALTHCARE
49,IND. AREA,ST. BAKHITA DISPENSARY
50,IND. AREA,THE WENT WORTH HOSPITAL
51,IND. AREA,UTAWALA ESTATE HEALTH CENTRE
52,IND. AREA,EASTERN DEANERY AIDS RELIEF PROGRAM
53,NAIROBI,AFYA ROYAL CLINIC NGONG ROAD
54,NAIROBI,CHURCH ARMY MEDICAL CENTRE
55,NAIROBI,CRESCENT MEDICAL AID
56,NAIROBI,CRESENT MEDICAL AID KENYA-JAMIA
57,NAIROBI,FREPALS NURSING HOME
58,NAIROBI,KAWANGWARE HEALTH CENTRE
59,NAIROBI,GERMAN MEDICAL CENTRE
60,NAIROBI,GREENCROSS MEDICAL & DENTAL
,,SERVICES LTD
61,NAIROBI,IRAN MEDICAL CLINIC
62,NAIROBI,MELCHIZEDEK HOSPITAL
63,NAIROBI,MENELIK MEDICAL CENTER
64,NAIROBI,PRIME DIAGNOSTICS CENTRE
65,NAIROBI,SCION HEALTH CARE LTD
66,NAIROBI,ST. FRANCIS HOSPITAL
67,NAIROBI,TEXAS CANCER CENTRE
68,NAIROBI,UNIVERSAL HEALTH SERVICES
69,NAIROBI,VIPS HEALTH SERVICES LTD
70,NAIROBI,NAIROBI EAST HOSPITAL
