14,KAPSABET,KAPKANGANI HEALTH CENTRE
15,KAPSABET,KAPSABET DISTRICT HOSPITAL
16,KAPSABET,KAPSAMOITE DISPENSARY
17,KAPSABET,KAPSISIYWA DISPENSARY
18,KAPSABET,KAPTUMO SUB-DISTRICT HOSPITAL
19,KAPSABET,KIBIRISANG DISPENSARY
20,KAPSABET,KILIBWONI HEALTH CENTRE
21,KAPSABET,KIMONG DISPENSARY
22,KAPSABET,KINGWAL HEALTH CENTRE
23,KAPSABET,KIPSIGAK DISPENSARY
24,KAPSABET,LOLKERINGET DISPENSARY
25,KAPSABET,LOLMININGAI HEALTH CENTRE
26,KAPSABET,MOSORIOT RURAL HEALTH TRAINING
,,CLINIC
27,KAPSABET,NANDI HILLS DISTRICT HOSPITAL
28,NANDIHILLS,KEBEN DISPENSARY
29,NANDIHILLS,KOILOT HEALTH CENTRE
30,NANDIHILLS,METEITEI SUB-DISTRICT HOSPITAL
31,NANDIHILLS,SOBA RIVER HEALTH CENTRE
32,NANDIHILLS,SOCHOI DISPENSARY
,,NAROK COUNTY
1,NAROK,AKEMO VALLEY MATERNITY & NURSING
,,HOME
2,NAROK,EWASO NGIRO HEALTH CENTRE
3,NAROK,LENANA HILL HOSPITAL
4,NAROK,MAASAI NURSING HOME
5,NAROK,NAROK COTTAGE HOSPITAL
6,NAROK,NASHA LENGOT MEDICAL CENTRE
7,NAROK,"SAGAM MEDICAL CENTRE, NAROK"
8,NAROK,ST. ANTHONY’S HEALTH CENTRE ABOSI
9,NAROK,ST. ELIZABETH HEALTH CENTRE
10,NAROK,ST. JOSEPH’S HOSPITAL (KILGORIS)
11,NAROK,TALEK HEALTH CENTRE
12,NAROK,TRANSMARA MEDICARE HOSPITAL
13,NAROK,ENAIBELBEL HEALTH CARE
14,NAROK,ENOOSAEN HEALTH CENTRE
15,NAROK,LOLGORIAN DISTRICT HOSPITAL
16,NAROK,NAIRAGIE ENKARE HEALTH CENTRE
17,NAROK,NAROK DISTRICT HOSPITAL
18,NAROK,OLCHORO HEALTH CENTRE
19,NAROK,OLOLULUNG’A DISTRICT HOSPITAL
20,NAROK,SEKANI HEALTH CENTRE
21,NAROK,SOGOO HEALTH CENTRE
22,NAROK,TRANSMARA DISTRICT HOSPITAL
,,NYAMIRA COUNTY
1,NYAMIRA,GETEMBE ANNEX HOSPITAL
2,NYAMIRA,NYAMIRA MATERNITY & NURSING HOME
3,NYAMIRA,NYASIONGO MATERNITY AND NURSING
,,HOME
4,NYAMIRA,EKERENYO SUB DISTRICT HOSPITAL
5,NYAMIRA,KEROKA DISTRICT HOSPITAL
6,NYAMIRA,MANGA DISTRICT HOSPITAL
7,NYAMIRA,NYAGENA SUB DISTRICT HOSPTIAL
8,NYAMIRA,NYAMIRA DISTRICT HOSPITAL KISII
9,NYAMIRA,NYAMUSI SUB-DISTRICT HOSPITAL
