11,MIGORI,PASTOR MACHAGE MEMORIAL HOSPITAL
12,MIGORI,RANEN S.D.A HEALTH CENTRE
13,MIGORI,RAPOGI COMMUNITY HEALTH & MAT.
,,CENTRE
14,MIGORI,ROSEWOOD NURSING HOME
15,MIGORI,ROYAL MEDICAL CLINIC & MATERNITY HOME
16,MIGORI,SORI LAKESIDE NURSING HOME
17,MIGORI,ST AKIDIVA MEMORIAL HOSPITAL
18,MIGORI,ST. AKIDIVA MINDIRA MABERA
19,MIGORI,ST. JOSEPH’S MISSION HOSPITAL MIGORI
20,MIGORI,ST. MONICA RAPOGI MISSION HOSPITAL
21,MIGORI,ST.CAMILLUS MISSION HOSPITAL
22,MIGORI,SUNA MAT & NURSING HOME
23,MIGORI,AWENDO SUB-DISTRICT HOSPITAL
24,MIGORI,ISEBANIA SUB-DISTRICT HOSPITAL
25,MIGORI,KARUNGU SUB-DISTRICT HOSPITAL
26,MIGORI,KURIA DISTRICT HOSPITAL
27,MIGORI,MACALDER DISTRICT HOSPITAL
28,MIGORI,MIGORI DISTRICT HOSPITAL
29,MIGORI,MUHURU BAY SUB - DISTRICT HOSPITAL
30,MIGORI,MUHURU HEALTH CENTRE
31,MIGORI,NTIMARU SUB-DISTRICT
32,MIGORI,NYAMETABURO HEALTH CENTRE
,MIGORI,RONGO SUB-DISTRICT HOSPITAL
,,MOMBASA COUNTY
1,MOMBASA,BAKARANI MATERNITY & NURSING HOME
,,(MOMBASA)
