9,KISII,ROPMENT MEDICAL CENTRE
10,KISII,EBEREGE DISPENSARY
11,KISII,ETAGO SUB DISTRICT HOSPITAL
12,KISII,GESUSU SUB-DISTRICT HOSPITAL
13,KISII,GUCHA DISTRICT HOSPITAL
14,KISII,IRANDA HEALTH CENTRE
15,KISII,IYABE DISTRICT HOSPITAL
16,KISII,KENYENYA DISTRICT HOSPITAL
17,KISII,KEUMBU SUB DISTRICT HOSPITAL
18,KISII,KIONYO HEALTH CENTRE
19,KISII,KISII CAMPUS MEDICAL CENTRE
20,KISII,KISII LEVEL V HOSPITAL
21,KISII,MARANI DISTRICT HOSPITAL
22,KISII,MASIMBA SUB DISTRICT HOSPITAL
23,KISII,NDURU DISTRICT HOSPITAL
24,KISII,NYACHEKI SUB DISTRICT HOSPITAL
25,KISII,NYAMACHE DISTRICT HOSPITAL
26,KISII,NYAMAGONDO HEALTH CENTRE
27,KISII,NYAMAIYA HEALTH CENTRE
28,KISII,NYATIKE HEALTH CENTRE
29,KISII,ORESI HEALTH CENTRE
30,KISII,RIANA HEALTH CENTRE
31,KISII,RIONTANCHI HEALTH CENTRE
32,KISII,SOUTH GUCHA DISTRICT HOSPITAL
33,KISII,TABAKA MISSION HOSPITAL (KISII)
,,KISUMU COUNTY
1,KISUMU,AWASI CATHOLIC MISSION HOSPITAL
2,KISUMU,BOYA RURAL NURSING HOME
3,KISUMU,CARE PLUS MEDICAL SERVICES
4,KISUMU,COPTIC NURSING HOME MASENO
5,KISUMU,DUNGA MATERNITY & NURSING HOME
6,KISUMU,HOLY FAMILY CATHOLIC MISSION HOSPITAL
7,KISUMU,INUKA MEDICAL CENTRE KISUMU
8,KISUMU,JALARAM NURSING & MATERNITY HOME
9,KISUMU,MAMA PILISTA HEALTH CENTRE
10,KISUMU,MASABA HOSPITAL LIMITED
11,KISUMU,MILIMANI MATERNITY HOSPITAL
12,KISUMU,NYABONDO CENTRE FOR THE DISABLED
13,KISUMU,OGRA MEDICAL CENTRE & COMMUNITY
14,KISUMU,PORT FLORENCE COMM HOSPITAL-MEGA
,,PLAZA
15,KISUMU,RACHAR SUGAR BELT NURSING HOME
16,KISUMU,SANTA JANE NURSING HOME & MATERNITY
,,SERV
17,KISUMU,ST. CLARE’S BOLO HEALTH CENTRE
18,KISUMU,ST. CONSOLATA KISUMU HOSPITAL
19,KISUMU,ST. ELIZABETH CHIGA DISPENSARY
20,KISUMU,ST. JOSEPH’S HOSPITAL (NYABONDO)
21,KISUMU,ST. LUKES MEDICAL CENTRE
22,KISUMU,ST. MONICA’S HOSPITAL
23,KISUMU,STAR CHILDREN HOSPITAL
24,KISUMU,THE JONES AND RINGROAD COMMUNITY
25,KISUMU,THE PORT FLORENCE COMMUNITY
,,HOSPITAL
26,KISUMU,KISUMU EAST DISTRICT HOSPITAL
27,KISUMU,AHERO SUB DISTRICT HOSPITAL
28,KISUMU,THE HOPE MEDICAL CENTRE-AWASI
29,KISUMU,CHULAIMBO SUB DISTRICT HOSPITAL
30,KISUMU,GITA HEALTH CENTRE
31,KISUMU,KATITO HEALTH CENTRE
32,KISUMU,KISUMU DISTRICT HOSPITAL (KISUMU)
33,KISUMU,KODIAGA PRISON HEALTH CENTRE
34,KISUMU,KOMBEWA DISTRICT HOSPITAL
35,KISUMU,LUMUMBA HEALTH CENTRE
36,KISUMU,MASOGO SUB-DISTRICT HOSPITAL
37,KISUMU,MIGOSI HEALTH CENTRE
38,KISUMU,MUHORONI SUB-DISTRICT HOSPITAL
39,KISUMU,NYAHERA SUB-DISTRICT HOSPITAL
40,KISUMU,NYANDO DISTRICT HOSPITAL
41,KISUMU,OBER KAMOTH HEALTH CENTRE
42,KISUMU,PROVINCIAL GENERAL HOSPITAL KISUMU
43,KISUMU,VICTORIA HOSPITAL (KISUMU)
,,KITUI COUNTY
